CreateDate,Account,CustomerID,CustomerType,AccountNumber,Billing Address,Service Address,ServiceType,RatePlan,AccountStatus
2020-10-21,104857,4322,Residential,RESI-104857,3919 SunTerrace  RiverPointridge  Texas USA,3951 ElmTerrace UCmwzkfjbury Texas USA ,Electric,fixed-rate,Active
2025-07-10,103371,3006,Small Commercial,SMALLCOMM-103371,3920 QueenSt  QPvliiedvport  Texas USA,3951 MapleDr XYzezborough Maryland USA ,Gas,variable-rate,Suspended
2019-07-13,105504,4907,Residential,RESI-105504,3925 KingDr  FRkitford  Delaware USA,3953 RiverRd Eastdale Ontario Canada ,Water,time-of-use,Inactive
2024-07-18,104137,3701,Residential,RESI-104137,3926 GrandPl  FortMorewood  New Jersey USA,3954 KingPl Greencrest Texas USA ,Electric,time-of-use,Active
2020-11-26,105276,4693,Commercial,COMM-105276,3926 RiverSt  Forthill  Texas USA,3957 StoneRd RoseValefield Texas USA ,Gas,time-of-use,Active
2023-09-10,101422,1273,Commercial,COMM-101422,3927 HillCourt  TCygiudton  Texas USA,3958 RiverDr UJurydputon Texas USA ,Electric,fixed-rate,Active
2019-07-12,103785,3386,Small Commercial,SMALLCOMM-103785,3929 SilverDr  Northside  Massachusetts USA,3958 RiverDr UJurydputon Texas USA ,Electric,fixed-rate,Active
2020-01-13,103626,3242,Commercial,COMM-103626,3934 KingCourt  Lakehaven  Texas USA,3963 SilverPl Silvercrest Massachusetts USA ,Electric,fixed-rate,Active
2022-10-01,102249,1997,Residential,RESI-102249,3934 MapleDr  NewLeyport  Texas USA,3963 SunPl Fairmouth British Columbia Canada,Gas,time-of-use,Active
2024-06-15,101122,1007,Commercial,COMM-101122,3935 RiverTerrace  WSrpxccfield  Pennsylvania USA,3964 ParkPl LDfbrhgbwood Maryland USA ,Electric,variable-rate,Active
2021-04-20,101266,1135,Commercial,COMM-101266,3935 StonePl  RoseBridgebridge  Texas USA,3970 GrandAve IQuwvxhaven Texas USA ,Water,time-of-use,Active
2025-01-03,101006,905,Residential,RESI-101006,3936 SunWay  MUtzlpmont  Delaware USA,3970 GrandAve IQuwvxhaven Texas USA ,Electric,time-of-use,Active
2021-01-31,104716,4205,Small Commercial,SMALLCOMM-104716,3937 PineWay  Greenhill  Ontario Canada,3970 RiverLn Lakewood Massachusetts USA ,Electric,time-of-use,Active
2025-04-10,104835,4303,Residential,RESI-104835,394 ParkBlvd  Roseland  Texas USA,3971 HillWay RoseMoreton Maryland USA ,Gas,fixed-rate,Suspended
2021-09-28,102008,1783,Small Commercial,SMALLCOMM-102008,394 SilverLn  JGflrvcrest  Maryland USA,3973 ElmDr XUfrpford Alberta Canada ,Gas,time-of-use,Active
2019-12-29,103402,3034,Residential,RESI-103402,3943 LakePl  Silverview  Texas USA,3974 LakeAve SouthHamburg Texas USA ,Water,time-of-use,Active
2021-03-29,102751,2452,Commercial,COMM-102751,3943 ParkAve  Silverbridge  British Columbia Canada,3978 LakeLn WBnndzfnborough Pennsylvania USA ,Electric,time-of-use,Inactive
2025-03-18,105476,4879,Small Commercial,SMALLCOMM-105476,3944 QueenLn  Grandmont  Illinois USA,3978 PineCourt SouthMorewood Ohio USA ,Electric,fixed-rate,Active
2020-07-06,101173,1053,Small Commercial,SMALLCOMM-101173,3944 StoneLn  Fairborough  Texas USA,3978 PineCourt SouthMorewood Ohio USA ,Electric,variable-rate,Active
2025-03-25,105451,4859,Residential,RESI-105451,3948 GreenBlvd  GreenWickton  Texas USA,398 GrandTerrace MountHamside Maryland USA ,Electric,fixed-rate,Suspended
2021-04-20,102067,1836,Residential,RESI-102067,395 QueenWay  DDadtgnsport  Texas USA,3981 HillAve LakeGatecrest Texas USA ,Gas,variable-rate,Active
2021-04-12,104858,4323,Residential,RESI-104858,395 StoneRd  JVaqiamtport  Maryland USA,3982 SilverSt LFkhejusford California USA ,Electric,fixed-rate,Active
2024-04-08,104603,4110,Residential,RESI-104603,3950 OakSt  Greenburg  Texas USA,3984 MaplePl PineHamhill New Jersey USA,Gas,fixed-rate,Active
2020-12-07,102535,2257,Residential,RESI-102535,3951 ElmTerrace  UCmwzkfjbury  Texas USA,3985 SilverBlvd StoneBrookcrest Manitoba Canada ,Electric,time-of-use,Active
2023-12-09,105296,4711,Commercial,COMM-105296,3951 MapleDr  XYzezborough  Maryland USA,3986 ElmSt PortPointport Delaware USA ,Gas,fixed-rate,Suspended
2025-08-19,102155,1913,Residential,RESI-102155,3953 RiverRd  Eastdale  Ontario Canada,3986 GreenPl Southfield British Columbia Canada,Electric,variable-rate,Closed
2019-06-27,101711,1518,Residential,RESI-101711,3954 KingPl  Greencrest  Texas USA,399 ParkLn Oakmouth Texas USA ,Gas,variable-rate,Active
2022-04-23,104980,4438,Small Commercial,SMALLCOMM-104980,3957 StoneRd  RoseValefield  Texas USA,3993 LakeLn YGrkgnlhuhill Texas USA ,Gas,fixed-rate,Closed
2019-04-18,100315,284,Residential,RESI-100315,3958 RiverDr  UJurydputon  Texas USA,3995 CedarPl RiverHamridge New York USA,Electric,fixed-rate,Inactive
2022-01-24,102827,2522,Commercial,COMM-102827,4901 GreenDr  StoneSonfield  Pennsylvania USA,3997 HillBlvd YUoyyside Texas USA ,Electric,time-of-use,Inactive
2025-03-15,101904,1691,Small Commercial,SMALLCOMM-101904,3963 SilverPl  Silvercrest  Massachusetts USA,4001 ElmTerrace LakeSonbridge Texas USA ,Gas,time-of-use,Active
2025-03-09,105497,4900,Residential,RESI-105497,3963 SunPl  Fairmouth  British Columbia Canada,4002 LakeTerrace FRjodtjwood Texas USA ,Electric,time-of-use,Active
2019-07-25,101096,981,Residential,RESI-101096,3964 ParkPl  LDfbrhgbwood  Maryland USA,4002 StoneRd FairWickhaven Texas USA ,Electric,fixed-rate,Active
2024-08-18,100256,231,Residential,RESI-100256,3970 GrandAve  IQuwvxhaven  Texas USA,4005 GrandCourt HGtrqgbridge Texas USA ,Gas,variable-rate,Active
2021-04-01,102196,1949,Commercial,COMM-102196,4427 PineSt  DCljnhill  Texas USA,4005 GrandCourt HGtrqgbridge Texas USA ,Electric,time-of-use,Inactive
2021-11-10,104232,3782,Residential,RESI-104232,3970 RiverLn  Lakewood  Massachusetts USA,4005 OakTerrace StoneHamville Texas USA ,Water,time-of-use,Active
2020-02-25,100849,760,Residential,RESI-100849,3971 HillWay  RoseMoreton  Maryland USA,4005 QueenCourt Silverborough California USA ,Electric,fixed-rate,Suspended
2024-01-22,100221,199,Residential,RESI-100221,3973 ElmDr  XUfrpford  Alberta Canada,4008 SilverWay Silverton Michigan USA ,Water,variable-rate,Active
2021-01-23,104564,4077,Small Commercial,SMALLCOMM-104564,3974 LakeAve  SouthHamburg  Texas USA,4009 GrandSt RiverBridgebury Texas USA ,Gas,fixed-rate,Suspended
2021-10-06,105150,4583,Residential,RESI-105150,3978 LakeLn  WBnndzfnborough  Pennsylvania USA,4011 PineCourt ZEqmgmhmouth Texas USA ,Electric,variable-rate,Active
2025-05-02,100270,245,Residential,RESI-100270,3978 PineCourt  SouthMorewood  Ohio USA,4012 OakWay Northridge Saskatchewan Canada ,Electric,time-of-use,Active
2024-09-08,102347,2082,Commercial,COMM-102347,678 KingDr  IKakqpport  New York USA,4012 OakWay Northridge Saskatchewan Canada ,Electric,variable-rate,Active
2020-03-27,101800,1599,Residential,RESI-101800,398 GrandTerrace  MountHamside  Maryland USA,4016 GreenCourt Stoneview New Jersey USA,Water,time-of-use,Active
2023-03-03,101501,1343,Residential,RESI-101501,3981 HillAve  LakeGatecrest  Texas USA,4016 GreenWay PineMoreton Ohio USA ,Water,time-of-use,Active
2023-12-06,104165,3724,Residential,RESI-104165,3982 SilverSt  LFkhejusford  California USA,4016 HillAve MVwzoridge Texas USA ,Electric,fixed-rate,Active
2019-03-23,104928,4389,Commercial,COMM-104928,3984 MaplePl  PineHamhill  New Jersey USA,4016 HillAve MVwzoridge Texas USA ,Gas,variable-rate,Inactive
2024-07-18,103888,3478,Residential,RESI-103888,3985 SilverBlvd  StoneBrookcrest  Manitoba Canada,4019 ElmWay LakeBridgemont Texas USA ,Gas,fixed-rate,Suspended
2022-04-21,100870,781,Residential,RESI-100870,3986 ElmSt  PortPointport  Delaware USA,4021 KingDr GrandMorehaven Texas USA ,Electric,variable-rate,Active
2020-10-30,104534,4050,Small Commercial,SMALLCOMM-104534,3986 GreenPl  Southfield  British Columbia Canada,4024 GrandRd EHiryfield Alberta Canada ,Gas,time-of-use,Active
2025-02-14,103797,3396,Residential,RESI-103797,399 ParkLn  Oakmouth  Texas USA,4024 GrandRd EHiryfield Alberta Canada ,Electric,variable-rate,Active
2020-01-25,101839,1633,Commercial,COMM-101839,3993 LakeLn  YGrkgnlhuhill  Texas USA,4024 MapleSt Westland Texas USA ,Gas,time-of-use,Active
2020-02-27,103881,3471,Residential,RESI-103881,3995 CedarPl  RiverHamridge  New York USA,4025 RiverTerrace Northbury Texas USA ,Water,variable-rate,Active
2023-01-27,101276,1142,Small Commercial,SMALLCOMM-101276,3997 HillBlvd  YUoyyside  Texas USA,4027 GreenCourt BrightValecrest Delaware USA ,Water,fixed-rate,Inactive
2021-03-30,104328,3866,Residential,RESI-104328,4001 ElmTerrace  LakeSonbridge  Texas USA,4028 PineDr OBdkzvvomont Texas USA ,Electric,time-of-use,Active
2023-11-24,100814,730,Small Commercial,SMALLCOMM-100814,4002 LakeTerrace  FRjodtjwood  Texas USA,4032 SunRd MountBridgedale Manitoba Canada ,Electric,fixed-rate,Closed
2019-08-26,102733,2436,Small Commercial,SMALLCOMM-102733,4002 StoneRd  FairWickhaven  Texas USA,4032 SunRd MountBridgedale Manitoba Canada ,Water,variable-rate,Active
2022-09-30,100093,82,Residential,RESI-100093,4005 GrandCourt  HGtrqgbridge  Texas USA,4034 KingTerrace PineValeview Indiana USA ,Electric,fixed-rate,Active
2024-03-29,100889,796,Commercial,COMM-100889,1616 RiverPl  ORdscqqkhill  Texas USA,4034 LakeRd StoneBrookcrest Texas USA ,Electric,fixed-rate,Suspended
2024-04-25,103738,3341,Residential,RESI-103738,4005 OakTerrace  StoneHamville  Texas USA,4038 KingPl Eastford California USA ,Electric,fixed-rate,Inactive
2021-11-03,103796,3395,Residential,RESI-103796,4005 QueenCourt  Silverborough  California USA,4038 LakeCourt Newville Texas USA ,Gas,fixed-rate,Inactive
2022-07-09,103842,3434,Residential,RESI-103842,4008 SilverWay  Silverton  Michigan USA,4039 LakeRd YAbxtkcbfford Manitoba Canada ,Electric,time-of-use,Active
2022-02-09,101768,1571,Commercial,COMM-101768,4009 GrandSt  RiverBridgebury  Texas USA,4041 ElmBlvd Grandhill Texas USA ,Gas,fixed-rate,Active
2022-09-10,101331,1190,Residential,RESI-101331,4011 PineCourt  ZEqmgmhmouth  Texas USA,4044 StoneBlvd AKrymktville Texas USA ,Water,time-of-use,Suspended
2021-02-27,102710,2415,Residential,RESI-102710,4012 OakWay  Northridge  Saskatchewan Canada,4044 StoneSt FairPointfield Quebec Canada ,Electric,fixed-rate,Active
2022-12-29,106056,2415,Residential,RESI-106056,4012 OakWay  Northridge  Saskatchewan Canada,4045 SunBlvd ZRcnocrest Delaware USA ,Gas,variable-rate,Active
2020-04-10,104066,3635,Residential,RESI-104066,4016 GreenCourt  Stoneview  New Jersey USA,4046 KingSt Northdale Texas USA ,Electric,fixed-rate,Active
2022-11-19,102897,2586,Residential,RESI-102897,4016 GreenWay  PineMoreton  Ohio USA,4046 StoneWay UMtnlkjybury Maryland USA ,Gas,fixed-rate,Active
2019-08-15,104132,3696,Residential,RESI-104132,4016 HillAve  MVwzoridge  Texas USA,4050 SilverCourt Easthaven Texas USA ,Gas,time-of-use,Active
2024-09-18,106008,3696,Residential,RESI-106008,4016 HillAve  MVwzoridge  Texas USA,4050 SilverCourt Easthaven Texas USA ,Electric,fixed-rate,Active
2020-06-01,101747,1552,Commercial,COMM-101747,4019 ElmWay  LakeBridgemont  Texas USA,4055 StoneRd Westville Saskatchewan Canada ,Electric,variable-rate,Closed
2023-04-12,104886,4350,Commercial,COMM-104886,4021 KingDr  GrandMorehaven  Texas USA,4056 GreenSt WOudiborough Texas USA ,Gas,time-of-use,Active
2020-12-15,101797,1596,Residential,RESI-101797,4024 GrandRd  EHiryfield  Alberta Canada,4060 SunWay Clearland Manitoba Canada ,Electric,fixed-rate,Active
2019-03-14,106016,1596,Residential,RESI-106016,4024 GrandRd  EHiryfield  Alberta Canada,4061 PineDr NKhqkville Texas USA ,Electric,fixed-rate,Active
2025-06-12,101403,1256,Residential,RESI-101403,4024 MapleSt  Westland  Texas USA,4063 ParkTerrace SilverPointmouth Texas USA ,Electric,fixed-rate,Active
2020-06-18,101817,1615,Small Commercial,SMALLCOMM-101817,4025 RiverTerrace  Northbury  Texas USA,4064 MapleDr BQybonburg Illinois USA ,Electric,time-of-use,Active
2020-11-23,101845,1637,Residential,RESI-101845,4027 GreenCourt  BrightValecrest  Delaware USA,4064 QueenPl CYotyncrest Texas USA ,Electric,time-of-use,Active
2021-02-19,105178,4608,Residential,RESI-105178,4028 PineDr  OBdkzvvomont  Texas USA,4066 RiverDr Stoneburg Ohio USA ,Electric,fixed-rate,Inactive
2025-08-25,102755,2455,Residential,RESI-102755,4032 SunRd  MountBridgedale  Manitoba Canada,4067 CedarLn Eastbury Texas USA ,Gas,time-of-use,Active
2023-08-31,106026,2455,Residential,RESI-106026,4032 SunRd  MountBridgedale  Manitoba Canada,4069 SunAve KSohheswood Texas USA ,Electric,variable-rate,Active
2024-06-02,102145,1905,Residential,RESI-102145,4034 KingTerrace  PineValeview  Indiana USA,4069 SunAve KSohheswood Texas USA ,Gas,time-of-use,Suspended
2019-03-23,103904,3493,Commercial,COMM-103904,4034 LakeRd  StoneBrookcrest  Texas USA,407 ParkDr Southridge Texas USA ,Electric,time-of-use,Inactive
2021-05-07,101395,1249,Small Commercial,SMALLCOMM-101395,4038 KingPl  Eastford  California USA,4070 HillTerrace SouthBrookland Texas USA ,Electric,fixed-rate,Inactive
2021-06-23,104029,3601,Commercial,COMM-104029,4038 LakeCourt  Newville  Texas USA,4070 RiverPl OAwxgmont Pennsylvania USA ,Electric,variable-rate,Active
2019-04-26,101171,1051,Residential,RESI-101171,4039 LakeRd  YAbxtkcbfford  Manitoba Canada,4074 OakDr FairPointside Delaware USA ,Electric,fixed-rate,Active
2021-08-28,103669,3278,Commercial,COMM-103669,4041 ElmBlvd  Grandhill  Texas USA,4074 OakDr FairPointside Delaware USA ,Gas,variable-rate,Suspended
2025-07-24,101951,1733,Commercial,COMM-101951,4044 StoneBlvd  AKrymktville  Texas USA,4076 CedarWay Roseborough Delaware USA ,Electric,fixed-rate,Active
2019-05-30,103617,3233,Residential,RESI-103617,4044 StoneSt  FairPointfield  Quebec Canada,4076 CedarWay Roseborough Delaware USA ,Water,variable-rate,Active
2024-02-17,103826,3422,Commercial,COMM-103826,4045 SunBlvd  ZRcnocrest  Delaware USA,4076 StonePl MountMoremont Ontario Canada ,Gas,variable-rate,Active
2024-12-17,102583,2302,Small Commercial,SMALLCOMM-102583,4046 KingSt  Northdale  Texas USA,4077 ParkAve ClearGatefield Texas USA ,Electric,time-of-use,Inactive
2019-12-30,102960,2640,Residential,RESI-102960,4046 StoneWay  UMtnlkjybury  Maryland USA,408 OakLn Lakeside Texas USA ,Gas,fixed-rate,Inactive
2019-09-27,100352,317,Residential,RESI-100352,4050 SilverCourt  Easthaven  Texas USA,4080 RiverLn Southmouth Texas USA ,Electric,fixed-rate,Active
2020-03-12,103208,2859,Commercial,COMM-103208,7322 MapleRd  AHldcdale  New York USA,4082 ElmLn FairWickdale Indiana USA ,Electric,time-of-use,Closed
2024-01-08,103720,3323,Residential,RESI-103720,4055 StoneRd  Westville  Saskatchewan Canada,4083 CedarSt EXhzqajsland Texas USA ,Electric,fixed-rate,Suspended
2020-12-27,101354,1212,Residential,RESI-101354,4056 GreenSt  WOudiborough  Texas USA,4083 ElmCourt Clearland Delaware USA ,Electric,time-of-use,Active
2021-01-14,100071,64,Residential,RESI-100071,4060 SunWay  Clearland  Manitoba Canada,4083 ParkLn Pinehill Texas USA ,Gas,variable-rate,Active
2020-03-21,101677,1491,Residential,RESI-101677,4061 PineDr  NKhqkville  Texas USA,4084 HillDr BIsryhridge Manitoba Canada ,Electric,time-of-use,Active
2025-07-30,100677,606,Residential,RESI-100677,4063 ParkTerrace  SilverPointmouth  Texas USA,4085 GrandBlvd Fairfield Texas USA ,Water,fixed-rate,Active
2025-01-18,105158,4589,Residential,RESI-105158,4064 MapleDr  BQybonburg  Illinois USA,4088 SilverLn FortMoreside Texas USA ,Electric,variable-rate,Closed
2022-07-31,103499,3127,Residential,RESI-103499,4064 QueenPl  CYotyncrest  Texas USA,4090 CedarPl Riverville Texas USA ,Electric,variable-rate,Active
2019-09-29,100981,881,Small Commercial,SMALLCOMM-100981,4066 RiverDr  Stoneburg  Ohio USA,4090 Maple St Dallas Texas USA,Gas,variable-rate,Active
2020-11-09,101100,985,Residential,RESI-101100,4067 CedarLn  Eastbury  Texas USA,4091 LakePl ClearSonport Indiana USA ,Electric,fixed-rate,Active
2023-08-28,100409,366,Residential,RESI-100409,4069 SunAve  KSohheswood  Texas USA,4092 OakBlvd Westridge Texas USA ,Electric,time-of-use,Active
2022-07-28,103806,3403,Commercial,COMM-103806,9785 SunRd  NRjbwjbury  Texas USA,4094 Lakeshore Blvd Los Angeles USA,Electric,variable-rate,Active
2022-02-17,103829,3424,Commercial,COMM-103829,407 ParkDr  Southridge  Texas USA,4096 ParkTerrace TAjmsxview Ontario Canada ,Gas,time-of-use,Active
2022-02-02,104592,4101,Residential,RESI-104592,4070 HillTerrace  SouthBrookland  Texas USA,4097 GreenCourt Stoneborough Alberta Canada ,Electric,time-of-use,Active
2024-10-13,104987,4445,Residential,RESI-104987,4070 RiverPl  OAwxgmont  Pennsylvania USA,4097 HillAve GGttrdcqbbridge Texas USA ,Water,variable-rate,Active
2025-02-01,100289,262,Small Commercial,SMALLCOMM-100289,4074 OakDr  FairPointside  Delaware USA,4097 PineTerrace PineValeburg Texas USA ,Electric,time-of-use,Closed
2024-12-29,102593,2310,Commercial,COMM-102593,3626 HillWay  EJeqsqzomford  Texas USA,4097 PineTerrace PineValeburg Texas USA ,Electric,time-of-use,Active
2022-05-17,100105,94,Small Commercial,SMALLCOMM-100105,4076 CedarWay  Roseborough  Delaware USA,41 StoneWay RiverLeyborough Massachusetts USA ,Electric,fixed-rate,Active
2020-12-16,101012,910,Commercial,COMM-101012,7436 OakSt  YDjiqvrcrest  Texas USA,4100 ElmLn Portdale Texas USA ,Electric,time-of-use,Active
2024-04-22,100442,396,Commercial,COMM-100442,4076 StonePl  MountMoremont  Ontario Canada,4100 ElmLn Portdale Texas USA ,Electric,fixed-rate,Active
2025-03-01,100649,581,Residential,RESI-100649,4077 ParkAve  ClearGatefield  Texas USA,4102 RiverWay Fortridge Texas USA ,Gas,fixed-rate,Active
2024-07-08,104355,3892,Residential,RESI-104355,408 OakLn  Lakeside  Texas USA,4103 SunCourt GreenHammont Texas USA ,Electric,variable-rate,Active
2023-05-12,105407,4816,Small Commercial,SMALLCOMM-105407,4080 RiverLn  Southmouth  Texas USA,4103 SunCourt GreenHammont Texas USA ,Electric,time-of-use,Active
2023-11-06,104233,3783,Small Commercial,SMALLCOMM-104233,4082 ElmLn  FairWickdale  Indiana USA,4104 ParkLn Newview Massachusetts USA ,Electric,time-of-use,Active
2025-01-06,105207,4633,Residential,RESI-105207,4083 CedarSt  EXhzqajsland  Texas USA,4104 ParkLn Newview Massachusetts USA ,Gas,fixed-rate,Active
2020-05-18,102998,2673,Commercial,COMM-102998,4083 ElmCourt  Clearland  Delaware USA,4108 PineCourt Mountridge Texas USA ,Electric,variable-rate,Active
2023-10-30,105594,4989,Residential,RESI-105594,4083 ParkLn  Pinehill  Texas USA,4115 ElmSt RoseValefield Texas USA ,Water,fixed-rate,Active
2023-10-26,102846,2538,Residential,RESI-102846,4084 HillDr  BIsryhridge  Manitoba Canada,4115 ElmSt RoseValefield Texas USA ,Electric,fixed-rate,Active
2024-12-25,102212,1962,Small Commercial,SMALLCOMM-102212,4085 GrandBlvd  Fairfield  Texas USA,4116 KingCourt YIuphuwrcrest Texas USA ,Gas,time-of-use,Closed
2021-08-12,103681,3288,Residential,RESI-103681,4088 SilverLn  FortMoreside  Texas USA,4122 KingDr FortHamborough Alberta Canada ,Electric,fixed-rate,Active
2025-08-11,102275,2021,Residential,RESI-102275,4090 CedarPl  Riverville  Texas USA,4123 CedarRd Fortridge Quebec Canada ,Water,fixed-rate,Inactive
2021-10-26,104277,3822,Commercial,COMM-104277,4457 QueenPl  BVvybyjridge  California USA,4123 MapleAve RoseWickport British Columbia Canada,Electric,fixed-rate,Active
2025-07-30,103924,3509,Residential,RESI-103924,4091 LakePl  ClearSonport  Indiana USA,4125 OakLn VXrankasnside Texas USA ,Electric,variable-rate,Active
2025-04-02,104216,3770,Small Commercial,SMALLCOMM-104216,4092 OakBlvd  Westridge  Texas USA,4126 RiverTerrace Newhill New York USA,Water,fixed-rate,Closed
2023-07-29,103247,2892,Commercial,COMM-103247,8584 StoneTerrace  Portbury  Texas USA,4127 SunBlvd ENariqmsvmont Indiana USA ,Electric,time-of-use,Suspended
2023-05-04,105095,4534,Small Commercial,SMALLCOMM-105095,4096 ParkTerrace  TAjmsxview  Ontario Canada,4128 ParkWay Fortdale Texas USA ,Gas,time-of-use,Active
2023-09-22,104417,3949,Residential,RESI-104417,4097 GreenCourt  Stoneborough  Alberta Canada,4132 KingCourt XZjqaxxwridge Indiana USA ,Water,fixed-rate,Inactive
